"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 11 18:36:20 GMT 2023","Wed Oct 11 18:36:20 GMT 2023","0","tests","test_search","TestSearch","","","Search for a rental being dropped off at a different location","Search with from and to airport being the same"
"broken","Wed Oct 11 18:36:20 GMT 2023","Wed Oct 11 18:36:20 GMT 2023","0","tests","test_search","TestSearch","","","Search for a rental being dropped off at a different location","Search with from and to airport being the same"
"broken","Wed Oct 11 18:36:17 GMT 2023","Wed Oct 11 18:36:17 GMT 2023","0","tests","test_search","TestSearch","","","Search for a rental being returned to origin","Search with from and to airport being different"
"broken","Wed Oct 11 18:36:20 GMT 2023","Wed Oct 11 18:36:20 GMT 2023","0","tests","test_search","TestSearch","","","Search for a rental being returned to origin","Search with from and to airport being different"
